Geography,Gender,Age,Balance,NumOfProducts,HasCrCard,IsActiveMember,Exited
Spain,Female,44,179356.28,2,1,0,1
Spain,Male,31,0.0,2,1,1,0
Germany,Male,31,127320.36,3 or more,1,0,0
Spain,Male,31,125175.58,1,1,1,0
France,Female,22,186788.96,2,1,0,0
France,Male,40,148556.74,1,0,1,0
Germany,Female,40,128644.46,1,0,0,0
France,Female,46,127476.73,2,1,1,0
France,Female,27,159561.93,1,0,1,0
France,Male,42,112419.92,1,1,1,0
France,Male,28,129991.76,2,0,1,0
Spain,Male,36,0.0,1,0,1,0
Spain,Female,59,0.0,2,1,1,0
France,Female,50,0.0,1,1,0,1
Germany,Female,40,89175.06,2,0,1,0
France,Female,39,0.0,2,1,0,1
Spain,Female,39,162390.52,2,1,0,0
Germany,Female,59,190353.08,1,1,0,0
France,Male,21,0.0,2,1,0,0
France,Male,47,0.0,2,1,0,0
France,Female,40,139180.97,1,1,1,0
France,Male,36,114435.47,1,1,0,0
France,Female,66,149950.19,1,1,1,0
France,Male,42,126115.6,1,1,0,0
Germany,Female,59,111396.97,1,0,1,0
France,Male,30,115007.08,1,0,0,0
France,Male,54,102141.9,1,1,1,0
Spain,Female,36,133686.52,1,1,0,1
France,Male,32,120879.73,2,0,1,0
Spain,Male,47,0.0,1,1,0,1
Spain,Female,49,82321.88,1,0,1,0
Spain,Female,27,0.0,2,1,0,0
Spain,Male,33,116474.28,2,1,1,0
France,Female,34,132352.69,1,1,0,0
Germany,Female,39,182491.57,1,1,0,0
France,Male,34,0.0,2,1,1,0
Spain,Male,63,120787.18,2,1,1,0
France,Female,29,130181.47,2,1,0,0
Germany,Male,32,88348.43,2,1,1,0
Spain,Male,31,0.0,2,1,1,0
Germany,Male,39,146186.28,2,1,1,0
France,Male,32,0.0,1,1,0,1
Spain,Male,34,104488.17,1,0,1,0
Germany,Female,32,109196.67,2,1,0,0
France,Female,61,80538.56,1,1,0,1
Germany,Male,41,109026.8,2,1,1,0
Germany,Male,75,61319.63,1,0,1,0
France,Female,40,0.0,2,0,1,0
France,Female,39,0.0,2,1,1,0
France,Male,42,177822.03,1,1,0,1
Germany,Male,59,110939.3,1,1,0,1
Germany,Male,25,165413.43,1,1,1,0
France,Male,27,77805.66,1,1,1,0
France,Male,50,0.0,2,0,0,0
Spain,Female,57,175575.95,2,1,0,1
Spain,Female,38,124197.22,1,1,0,0
France,Female,30,0.0,2,1,0,0
France,Female,39,160132.75,1,1,0,0
Germany,Female,37,70258.88,2,1,0,0
Germany,Male,32,162657.64,2,1,1,0
Germany,Male,43,132217.45,1,1,0,1
Spain,Male,25,148042.97,2,1,0,0
Spain,Female,33,92855.02,1,1,1,0
Germany,Male,47,129289.98,1,1,0,1
Spain,Male,37,100252.18,1,1,1,0
Spain,Male,37,107592.89,2,0,1,0
France,Male,39,113096.41,1,1,1,0
Spain,Female,40,0.0,2,1,1,0
Spain,Male,34,149940.04,2,0,0,0
Germany,Male,50,121438.58,1,1,1,1
France,Male,32,0.0,2,1,0,0
France,Female,50,0.0,1,0,1,1
France,Male,29,148874.01,2,0,1,0
Spain,Female,32,68138.37,1,1,1,0
Spain,Male,35,110080.3,1,1,1,0
France,Male,24,0.0,2,1,1,0
Germany,Female,25,114268.85,2,1,1,0
Germany,Male,29,117412.35,1,0,0,0
France,Female,38,0.0,2,1,1,0
France,Female,35,0.0,2,0,0,0
Germany,Female,37,35549.81,2,0,0,0
France,Male,56,0.0,2,1,1,0
France,Male,36,136492.92,3 or more,1,1,1
Germany,Male,28,123675.69,1,1,1,0
France,Female,40,139532.34,1,1,0,0
Spain,Male,58,178713.98,1,1,1,0
France,Male,40,0.0,2,0,0,0
France,Male,41,89086.31,1,1,0,0
Spain,Male,38,96143.47,1,0,0,0
Germany,Female,30,32197.64,1,0,1,0
France,Male,38,0.0,2,1,1,0
France,Female,33,0.0,2,1,0,0
Spain,Male,32,0.0,2,0,1,0
France,Male,33,0.0,2,0,0,0
Germany,Female,40,140306.38,1,1,0,1
France,Female,35,0.0,2,1,0,0
France,Male,38,0.0,2,1,0,0
Germany,Female,42,74483.97,2,0,1,0
France,Female,53,0.0,2,0,1,1
Spain,Male,34,0.0,1,1,0,0
France,Male,37,152303.66,2,1,1,0
Germany,Male,32,159904.79,1,1,0,0
France,Male,32,0.0,3 or more,1,0,0
Germany,Female,31,99557.94,1,1,0,0
Spain,Female,46,116886.59,1,0,0,0
Spain,Male,32,142188.2,2,0,1,0
Germany,Female,40,149961.99,2,1,0,0
France,Female,36,0.0,2,1,1,0
France,Female,34,0.0,1,0,0,0
Spain,Male,53,0.0,2,0,1,0
Spain,Male,40,28649.64,1,1,1,0
France,Female,21,81025.6,2,1,0,0
France,Male,57,0.0,2,1,1,0
France,Female,39,152462.79,1,1,0,0
France,Male,25,0.0,1,0,1,0
Spain,Male,28,155519.59,1,1,0,0
France,Female,36,118851.05,1,1,1,0
France,Female,34,92899.27,2,1,0,0
France,Male,40,0.0,1,0,1,0
France,Male,37,75263.7,1,1,0,0
Spain,Male,38,147904.31,1,1,1,0
Germany,Female,41,106640.5,1,1,0,0
Germany,Female,28,90696.78,1,0,1,0
Spain,Female,36,175509.8,2,1,0,0
France,Male,40,0.0,2,1,1,0
France,Female,34,0.0,2,1,0,0
France,Female,35,114321.28,2,0,0,0
Germany,Female,51,95560.04,1,0,0,1
Germany,Female,50,88379.81,3 or more,0,1,1
Germany,Male,48,85915.52,1,1,1,0
Germany,Male,58,72309.3,1,1,1,1
France,Female,39,0.0,2,1,0,0
France,Male,43,0.0,1,1,1,0
France,Male,69,0.0,2,1,0,0
France,Male,58,0.0,3 or more,1,1,1
France,Female,33,0.0,1,1,0,1
France,Male,30,133844.22,1,1,1,0
France,Male,36,154872.08,2,1,1,0
France,Female,27,0.0,2,1,0,0
Spain,Male,43,116121.67,1,1,0,0
Germany,Male,42,107104.5,1,1,1,1
France,Male,47,71026.77,1,1,0,0
France,Male,38,0.0,1,1,0,0
France,Male,33,0.0,2,1,1,0
France,Female,41,0.0,2,1,1,0
France,Male,53,0.0,2,1,1,0
France,Female,27,0.0,2,0,0,0
France,Female,39,145644.05,1,0,0,0
Spain,Female,50,129667.77,1,0,0,0
Germany,Male,33,109341.87,1,1,0,0
France,Male,64,0.0,2,1,1,0
France,Female,35,0.0,2,0,1,0
Spain,Female,30,0.0,2,1,0,0
France,Male,55,87485.67,1,1,1,0
France,Male,27,0.0,2,1,0,0
France,Female,36,53369.13,1,1,1,0
France,Female,35,0.0,2,1,1,0
Spain,Male,34,146679.77,1,1,0,0
France,Male,43,112499.42,2,1,0,0
Spain,Female,38,48387.0,1,1,0,0
Spain,Male,38,68079.8,1,0,1,0
Germany,Male,49,160133.88,1,0,1,0
France,Male,30,66190.33,1,1,1,0
France,Female,37,0.0,2,1,1,1
France,Male,35,123761.68,1,1,0,0
Germany,Female,33,122325.58,1,0,0,1
France,Male,41,0.0,2,1,0,0
Spain,Female,42,138912.17,1,1,1,0
France,Female,42,0.0,2,0,1,0
Germany,Female,25,128524.19,2,1,0,0
Spain,Female,31,0.0,2,1,0,0
France,Female,34,0.0,2,1,0,0
Germany,Female,49,132934.89,1,1,0,1
Germany,Male,43,150805.17,3 or more,0,1,1
Spain,Female,46,0.0,2,1,1,0
Spain,Male,32,0.0,3 or more,0,1,0
Spain,Female,28,165969.26,3 or more,1,0,1
Germany,Female,36,124495.98,3 or more,1,1,1
Germany,Male,39,141559.5,1,1,1,1
France,Male,38,114756.14,1,1,0,0
France,Female,30,0.0,2,1,1,0
Germany,Female,49,155393.98,2,1,0,1
Spain,Female,32,0.0,1,1,1,1
Germany,Female,31,128663.81,2,1,0,0
Spain,Male,44,113522.64,1,1,1,0
Spain,Female,26,0.0,2,1,0,0
France,Male,34,0.0,2,1,1,0
Spain,Female,40,79035.95,1,1,0,1
Spain,Female,22,0.0,3 or more,0,1,1
Germany,Male,33,141918.09,2,0,1,0
France,Female,35,107944.33,2,0,0,0
France,Male,36,0.0,2,0,1,0
Germany,Male,57,120043.13,1,1,0,1
Spain,Female,45,125191.69,1,1,1,1
France,Male,31,96399.31,2,1,0,0
France,Male,41,0.0,2,0,1,0
France,Male,60,76961.6,2,1,1,0
Germany,Female,34,98675.74,1,1,0,1
Germany,Male,37,126817.13,2,1,1,1
France,Male,32,121394.42,1,1,0,0
Germany,Female,29,106059.4,1,0,0,1
Germany,Male,44,112755.34,2,0,0,0
Spain,Male,29,0.0,2,0,0,0
Spain,Female,55,0.0,3 or more,1,0,1
Germany,Female,38,145400.69,2,1,1,0
France,Male,39,72647.64,1,1,0,1
Spain,Male,40,0.0,2,1,1,0
Germany,Female,37,96340.81,2,1,1,1
Spain,Male,55,0.0,1,0,1,1
Germany,Male,32,124450.36,2,1,1,0
Germany,Male,36,113877.23,2,1,0,0
Spain,Male,25,0.0,2,1,1,0
France,Female,36,148667.81,2,1,0,0
France,Male,34,0.0,2,1,1,0
France,Female,62,111065.93,2,0,1,0
France,Male,41,0.0,1,1,0,0
France,Male,44,158697.61,1,1,0,0
France,Female,53,0.0,1,1,0,1
Spain,Male,25,0.0,2,1,0,0
France,Female,48,90044.32,2,0,1,1
Germany,Male,38,84651.79,1,1,1,0
Germany,Male,32,102128.27,1,1,0,1
Germany,Male,60,148846.39,1,1,0,1
France,Male,69,154953.94,1,1,1,0
France,Female,30,108883.29,1,1,0,0
France,Female,48,112070.86,3 or more,1,0,1
Germany,Male,29,131354.39,1,0,1,1
Germany,Female,45,132746.2,2,1,0,1
France,Female,34,0.0,2,0,1,0
France,Male,39,125211.55,2,1,0,0
Spain,Male,58,0.0,2,1,1,1
Germany,Male,36,139422.37,1,0,0,1
France,Female,28,0.0,2,0,1,0
Germany,Female,47,157099.47,2,1,1,0
France,Male,40,0.0,2,1,0,0
Spain,Male,26,83600.24,1,0,1,0
France,Male,28,0.0,1,0,0,0
Germany,Male,36,81795.74,2,1,0,0
Spain,Male,38,129378.32,1,1,1,0
France,Female,46,0.0,1,1,0,0
Spain,Female,56,0.0,2,1,1,0
France,Male,22,99339.0,1,1,0,1
Spain,Male,36,0.0,2,0,0,0
Germany,Female,29,74430.1,2,1,1,0
Spain,Male,38,91241.85,1,0,1,0
Germany,Male,32,99092.45,1,0,1,0
France,Female,26,0.0,2,1,0,0
Germany,Female,39,100062.16,2,1,0,0
Germany,Female,26,98723.67,1,0,1,0
Spain,Male,29,0.0,1,1,1,0
France,Male,43,128760.32,1,1,0,0
Spain,Female,52,144772.69,1,0,0,1
Spain,Male,44,0.0,1,0,0,1
France,Male,26,71281.29,1,1,1,1
France,Male,29,117035.89,1,1,1,0
France,Male,26,0.0,2,0,0,0
France,Female,40,3768.69,2,1,0,1
Germany,Female,36,108913.84,2,1,1,0
Germany,Male,28,101100.22,2,1,1,0
France,Female,38,110615.47,1,1,1,0
Germany,Male,33,152143.89,1,1,1,0
France,Male,47,121797.09,1,0,1,1
France,Female,41,109798.25,1,0,1,0
Germany,Male,41,122403.24,1,0,1,1
France,Female,43,145860.98,1,1,1,1
Spain,Male,40,0.0,2,0,0,0
France,Male,29,0.0,2,0,0,0
Germany,Female,48,105086.74,1,1,1,1
France,Male,22,114991.45,1,1,1,0
Spain,Female,33,96769.04,1,1,1,0
France,Female,23,0.0,2,0,0,0
France,Female,34,0.0,2,0,0,0
Germany,Male,23,132725.1,1,1,1,0
France,Female,70,0.0,2,1,1,0
France,Female,26,0.0,2,1,0,0
France,Female,33,0.0,2,1,0,0
Spain,Female,33,84557.82,1,1,1,0
France,Male,49,93817.41,2,1,1,1
France,Female,33,113913.53,1,0,1,0
Germany,Female,44,140406.68,2,0,1,0
Spain,Female,22,105229.34,1,1,1,0
Spain,Female,46,0.0,3 or more,1,1,1
France,Female,41,137891.35,1,1,0,1
France,Female,35,0.0,2,1,1,0
France,Female,53,0.0,2,1,1,0
France,Male,37,165252.52,1,1,0,0
France,Male,32,0.0,2,0,0,0
France,Female,71,0.0,2,1,1,0
Spain,Male,23,0.0,2,1,1,0
Germany,Female,28,122034.4,3 or more,0,1,1
France,Female,44,0.0,1,1,0,0
France,Male,59,118962.58,1,1,1,0
Spain,Male,49,0.0,1,1,0,1
France,Female,34,71379.53,2,1,1,0
France,Female,40,171178.25,1,1,0,1
France,Male,36,131307.11,1,0,0,0
Spain,Male,62,0.0,2,1,1,0
Spain,Female,27,87099.85,2,1,0,0
France,Male,71,183135.39,2,1,1,0
France,Male,26,0.0,2,0,1,0
France,Male,51,0.0,3 or more,1,0,1
France,Male,31,0.0,2,0,1,0
France,Female,33,0.0,2,1,1,0
Spain,Female,33,72535.45,1,1,1,0
Germany,Male,58,128137.42,2,1,0,1
France,Male,51,0.0,2,0,0,0
Germany,Male,42,115915.53,2,0,1,1
France,Male,66,0.0,2,0,1,0
France,Male,50,0.0,2,0,0,0
France,Male,29,107000.49,1,1,1,0
Spain,Female,38,0.0,2,1,0,0
France,Female,34,0.0,2,0,0,0
Spain,Male,34,152806.74,1,1,0,0
France,Female,60,92887.06,1,1,0,1
France,Male,25,0.0,2,1,1,0
Germany,Female,40,114940.67,2,1,1,1
Germany,Male,34,140641.26,2,1,1,0
Germany,Female,70,71816.74,2,1,0,1
France,Female,41,0.0,2,0,1,0
France,Male,48,165282.42,1,1,0,1
Spain,Male,42,143145.87,2,1,0,0
France,Male,28,114731.76,2,0,1,0
Germany,Female,46,113909.69,3 or more,1,0,1
Germany,Male,36,116695.27,1,0,0,0
France,Male,42,0.0,1,0,0,1
Spain,Male,43,0.0,2,1,1,0
France,Male,36,0.0,2,0,1,0
Germany,Male,37,93978.96,2,1,0,0
Germany,Male,35,121968.11,2,0,1,0
France,Male,37,97324.91,1,1,0,0
Spain,Male,29,0.0,2,1,0,0
France,Male,37,0.0,2,1,1,0
France,Female,48,0.0,2,0,1,0
France,Male,42,145155.37,1,1,0,1
France,Male,28,137222.77,1,0,0,0
France,Male,48,0.0,2,0,1,0
Germany,Female,38,114268.22,2,1,1,0
Spain,Male,27,0.0,2,1,1,0
Spain,Female,42,0.0,1,1,0,0
France,Female,40,150490.32,1,0,0,1
Germany,Male,28,160858.13,2,1,0,0
Spain,Male,39,170288.38,1,1,1,0
Germany,Female,27,111568.01,1,0,1,0
Spain,Male,29,83889.03,1,1,0,0
Germany,Female,35,171982.95,2,0,1,0
France,Female,34,0.0,2,1,0,0
France,Male,20,137624.4,2,1,1,0
France,Male,50,121159.65,1,0,0,1
France,Male,29,0.0,2,0,1,0
Spain,Male,52,0.0,2,1,1,0
France,Male,37,91184.01,1,1,0,0
Spain,Male,18,0.0,2,1,0,0
Germany,Female,54,144027.8,1,1,1,1
France,Female,34,0.0,2,1,1,0
France,Female,29,140170.61,1,1,1,0
France,Male,27,62092.9,1,1,1,0
Spain,Male,39,0.0,1,1,1,0
Spain,Male,35,0.0,2,0,0,0
France,Male,45,0.0,1,0,0,0
France,Female,33,103516.87,1,1,0,0
Spain,Male,30,0.0,3 or more,1,0,1
France,Female,35,0.0,2,1,0,1
France,Male,34,0.0,2,1,1,0
France,Female,31,0.0,2,1,1,0
Spain,Male,43,85162.26,1,0,1,1
France,Female,43,143061.88,1,1,0,0
Spain,Female,46,0.0,2,1,1,0
Spain,Female,33,137388.01,2,1,0,0
Germany,Female,25,137712.01,1,1,1,0
Germany,Male,40,106901.42,2,0,0,0
Spain,Male,47,105603.21,2,1,1,0
Germany,Female,40,150679.71,2,0,1,0
Germany,Male,30,108300.27,2,0,1,1
France,Female,46,52016.08,2,1,1,0
Germany,Male,34,60515.13,1,0,0,0
Germany,Male,35,158584.28,2,1,0,0
Germany,Male,47,118812.5,2,0,0,0
Spain,Male,46,0.0,1,1,0,0
France,Male,37,0.0,2,1,1,0
Germany,Female,47,91219.29,1,0,0,1
Spain,Male,32,0.0,2,1,0,0
France,Female,22,76318.64,1,1,1,0
Spain,Female,58,0.0,1,1,0,0
France,Female,24,0.0,1,1,1,1
Germany,Male,25,111432.13,1,1,1,0
Spain,Male,41,150148.51,1,0,0,0
France,Female,32,38550.06,1,0,1,0
France,Female,39,119013.86,1,1,0,0
Germany,Female,39,111213.64,2,1,1,0
Germany,Male,28,71097.23,1,1,1,0
Spain,Male,36,109632.85,1,1,1,0
France,Male,63,148368.02,1,0,0,1
France,Male,45,148600.91,1,1,0,1
France,Male,48,71083.98,1,1,0,0
France,Female,40,139625.34,1,1,0,1
France,Female,39,0.0,1,0,0,1
France,Male,30,0.0,1,1,1,0
France,Male,64,81564.1,2,0,1,0
Spain,Male,36,0.0,2,1,1,0
France,Female,28,124540.28,1,0,1,0
France,Female,42,133616.39,1,1,0,0
Germany,Female,38,101648.5,2,1,0,0
France,Female,26,124281.84,1,1,1,0
France,Female,59,0.0,2,1,1,0
Spain,Male,45,0.0,2,0,0,0
France,Female,37,183613.66,2,0,0,0
Germany,Male,65,136186.44,1,1,1,1
France,Male,47,137682.68,1,1,0,0
France,Male,34,106005.54,1,0,1,0
France,Female,31,152310.55,1,1,0,0
France,Female,43,0.0,2,1,0,0
Spain,Male,32,134446.04,1,0,1,0
France,Female,38,142289.28,1,0,1,0
France,Male,19,0.0,2,1,1,0
France,Female,45,0.0,1,1,0,1
Germany,Female,46,149003.76,2,1,0,0
Germany,Male,41,131341.46,2,0,1,0
Spain,Female,29,77919.78,1,1,0,0
France,Female,34,0.0,2,0,1,0
France,Female,41,108309.0,3 or more,1,1,1
Spain,Female,39,0.0,1,0,1,0
Spain,Female,40,0.0,2,1,0,0
Germany,Male,36,115462.02,1,0,1,0
Spain,Male,37,0.0,2,1,0,0
Germany,Female,23,122739.1,1,1,0,1
France,Female,32,0.0,2,0,0,0
Germany,Female,53,113781.5,2,1,1,1
Spain,Female,49,0.0,2,1,1,0
France,Male,35,0.0,2,1,1,0
France,Male,43,128284.45,1,1,0,1
Germany,Male,45,120591.19,1,0,0,0
France,Male,63,0.0,2,0,1,0
France,Female,59,166968.28,1,1,0,1
Spain,Female,39,0.0,2,0,0,0
France,Female,49,0.0,2,1,1,0
Spain,Male,42,0.0,2,1,1,0
Germany,Male,38,71667.97,2,0,0,0
Germany,Female,31,82729.47,2,1,0,0
France,Male,40,0.0,2,1,1,0
France,Male,23,0.0,2,1,0,0
Spain,Female,30,0.0,2,1,0,0
Germany,Male,39,129626.19,2,1,1,0
Germany,Female,26,114035.39,1,0,0,0
Germany,Male,32,151922.94,1,1,0,0
France,Female,39,0.0,1,1,1,0
Spain,Female,27,107751.68,2,1,1,0
France,Male,37,0.0,2,1,0,0
Spain,Female,41,101179.23,2,1,1,0
Spain,Female,36,0.0,2,1,1,0
France,Female,40,0.0,2,0,1,0
France,Male,33,0.0,2,1,0,0
Germany,Male,36,58571.18,2,1,0,0
Germany,Female,38,153058.64,1,1,0,0
Germany,Male,35,98270.34,1,1,0,0
France,Male,43,130788.71,1,0,1,1
Germany,Male,40,99165.84,1,0,1,1
France,Female,42,0.0,2,0,0,0
France,Male,44,0.0,2,0,1,0
Spain,Male,23,115636.05,2,1,0,0
Germany,Female,44,185932.18,2,1,0,0
Germany,Male,30,72549.0,2,0,1,0
France,Male,42,0.0,2,1,1,0
France,Female,35,0.0,2,0,0,0
France,Male,39,0.0,1,0,1,0
Germany,Male,29,121890.06,1,1,0,1
France,Male,46,99786.07,1,1,1,1
France,Male,34,0.0,2,1,1,0
Germany,Male,27,115084.53,2,0,1,0
France,Male,30,0.0,2,1,1,0
France,Female,32,127661.69,1,0,0,0
Germany,Female,47,118907.6,1,0,1,1
Germany,Female,44,77627.33,2,1,0,0
Spain,Male,40,160625.17,1,0,1,0
Spain,Female,29,0.0,2,0,0,0
France,Female,20,124266.86,1,0,0,0
France,Female,25,127974.06,2,1,1,0
France,Male,43,0.0,2,1,1,0
Spain,Female,48,0.0,1,1,0,1
Germany,Female,30,104911.35,2,1,1,0
France,Male,27,0.0,2,1,0,0
France,Male,43,0.0,2,1,1,0
Spain,Female,43,110646.54,1,0,0,0
France,Male,57,0.0,2,1,1,0
Germany,Male,42,126704.49,2,1,0,0
France,Male,30,0.0,2,1,1,0
Spain,Male,31,84560.04,1,1,1,0
France,Male,43,0.0,2,0,0,1
Germany,Female,38,129893.56,1,0,0,0
Spain,Male,25,167385.81,1,1,1,0
France,Female,27,0.0,2,0,1,0
Germany,Female,36,105858.71,1,0,1,0
Germany,Female,44,123070.89,1,1,0,1
France,Male,39,0.0,1,1,1,0
Spain,Female,48,0.0,2,1,1,0
France,Female,40,0.0,2,1,0,0
Germany,Male,35,125141.24,2,1,1,0
France,Female,46,96173.17,2,1,1,0
Spain,Female,37,0.0,2,0,1,0
Spain,Male,39,0.0,2,1,0,0
France,Female,55,0.0,2,1,1,0
Germany,Female,35,127543.11,2,1,0,1
France,Male,38,0.0,2,1,0,0
France,Female,56,0.0,1,1,0,1
France,Male,67,103101.56,2,1,1,1
France,Male,54,126113.28,1,1,0,0
France,Male,41,40488.76,1,1,0,0
Germany,Female,40,137389.77,2,1,0,0
France,Female,28,85146.36,1,0,0,0
Germany,Male,35,129828.58,1,1,1,1
France,Male,42,80214.36,1,1,0,1
France,Female,40,0.0,2,1,1,0
France,Male,34,141796.43,1,1,0,0
France,Female,49,195238.29,3 or more,0,1,1
Germany,Male,27,111348.15,1,1,0,0
France,Male,43,0.0,2,1,1,0
France,Female,71,0.0,2,1,1,0
Germany,Female,42,64404.26,2,0,0,0
Germany,Male,40,154309.67,1,1,1,1
France,Male,67,129431.36,1,0,1,0
Spain,Female,43,134204.67,1,1,1,0
France,Female,39,0.0,2,0,1,0
France,Female,32,0.0,2,1,1,0
France,Female,50,0.0,2,1,0,1
Germany,Female,48,116711.06,2,0,0,0
France,Male,31,0.0,2,1,0,0
Spain,Male,34,54980.81,1,1,1,0
Spain,Female,37,99773.85,2,1,0,0
Germany,Male,30,101231.77,2,0,0,0
Germany,Male,32,117070.21,1,1,0,0
Germany,Male,23,73314.04,2,1,0,0
France,Male,37,0.0,1,1,1,0
France,Male,37,212314.03,1,0,1,0
France,Female,31,136067.82,2,1,0,0
Spain,Female,42,109052.04,2,1,0,0
France,Female,35,79126.17,1,1,1,0
Spain,Female,55,0.0,1,0,0,1
France,Female,35,108308.0,1,1,0,1
Germany,Female,48,102290.56,2,1,0,0
France,Male,39,102025.08,2,1,0,0
Germany,Female,37,113383.07,1,1,1,0
Spain,Female,65,102541.1,1,1,0,0
Spain,Male,35,0.0,2,1,0,0
Spain,Male,40,0.0,2,0,0,0
France,Female,41,109941.51,1,1,0,0
Germany,Male,41,141749.68,1,0,1,0
France,Male,38,0.0,2,0,1,0
France,Male,44,0.0,1,1,0,0
France,Male,37,85146.48,2,1,0,1
France,Female,44,134066.1,2,1,1,0
France,Female,28,0.0,2,0,0,0
Spain,Male,27,0.0,1,1,1,0
France,Male,35,87619.29,1,1,0,0
France,Male,51,0.0,1,1,1,1
Spain,Female,30,0.0,2,1,0,0
Spain,Male,27,0.0,2,1,0,0
Germany,Male,43,103409.16,1,1,0,1
Germany,Female,30,123040.38,1,1,1,0
France,Male,41,108128.52,1,0,1,0
Germany,Male,48,169023.33,2,1,1,0
France,Male,30,0.0,2,0,1,0
Spain,Female,41,0.0,2,0,1,0
France,Female,29,0.0,2,0,1,0
Spain,Male,42,222267.63,1,0,0,1
Germany,Female,47,144090.42,1,1,0,1
France,Male,30,114835.43,1,0,1,0
France,Male,44,0.0,2,0,0,0
France,Male,34,145030.92,1,1,1,0
France,Male,43,71240.3,1,0,1,0
France,Male,59,138772.15,1,0,1,0
Spain,Female,29,93617.07,1,0,1,0
Spain,Female,23,0.0,2,1,1,0
Spain,Female,45,0.0,2,1,1,0
Spain,Male,25,74237.2,2,0,1,0
Germany,Female,49,127421.78,2,1,0,1
Spain,Female,28,61274.7,2,1,0,0
France,Male,34,106486.66,2,0,1,0
France,Female,29,73194.52,2,1,1,0
Germany,Female,44,146498.76,1,1,0,1
France,Male,47,0.0,2,1,0,0
France,Female,32,0.0,1,1,1,0
Spain,Female,30,0.0,2,1,0,0
Spain,Male,30,120355.0,1,1,0,0
France,Male,32,117265.21,1,1,1,0
France,Female,43,0.0,2,0,1,0
Spain,Female,52,0.0,1,1,0,1
Germany,Female,37,109974.22,1,1,1,1
Germany,Female,44,98009.13,2,0,1,0
France,Male,34,0.0,1,1,1,0
France,Male,66,0.0,1,1,1,0
Spain,Female,34,171671.9,1,1,1,0
Spain,Male,63,0.0,2,1,0,1
France,Female,60,0.0,1,0,0,1
France,Male,61,128213.96,2,1,1,1
Germany,Male,51,116197.65,2,1,1,0
France,Male,39,0.0,2,1,0,0
Spain,Female,36,86607.39,1,0,0,0
France,Male,29,0.0,2,1,0,0
Germany,Male,62,98854.34,1,0,0,1
France,Male,31,0.0,1,1,0,0
France,Male,59,0.0,2,1,1,0
Germany,Male,31,97338.19,2,0,0,0
France,Male,30,0.0,2,1,1,0
Spain,Male,34,0.0,2,1,0,0
France,Female,33,131698.57,2,1,0,0
Germany,Male,37,130110.45,2,0,1,0
Spain,Male,44,0.0,2,1,0,0
Spain,Male,24,165149.13,2,1,0,0
Spain,Female,37,101707.8,1,1,0,0
France,Female,34,105588.66,1,0,1,0
Germany,Male,39,111336.89,1,1,0,1
France,Male,60,78391.17,1,0,1,0
Spain,Female,27,0.0,2,1,1,0
France,Male,34,0.0,1,1,0,1
Germany,Female,41,144326.09,1,1,0,1
Germany,Male,27,101278.25,2,1,1,0
Germany,Female,19,108711.57,2,1,0,0
Spain,Male,73,108555.07,1,0,1,0
Germany,Female,35,146781.24,1,1,0,0
France,Female,36,0.0,2,0,1,0
Spain,Male,35,0.0,1,0,0,0
France,Female,25,0.0,2,1,1,0
France,Male,34,0.0,2,1,1,0
Germany,Male,66,103291.25,2,1,1,0
Spain,Female,29,209490.21,1,1,1,1
Spain,Male,38,0.0,3 or more,1,0,1
France,Male,33,0.0,2,0,1,0
France,Male,45,0.0,1,0,0,0
Spain,Male,23,0.0,2,1,0,0
France,Male,34,0.0,2,1,0,0
France,Male,37,149405.18,1,1,1,0
France,Female,52,191665.21,1,1,1,1
Spain,Female,40,0.0,1,1,0,0
France,Male,41,135071.12,1,1,1,0
France,Male,41,0.0,2,0,1,0
Spain,Male,39,0.0,2,1,1,0
Germany,Male,38,181804.34,2,1,1,0
France,Female,60,47020.65,2,0,1,1
France,Female,36,128518.98,1,1,1,1
Germany,Female,38,142658.04,2,0,1,0
France,Female,21,120150.39,2,1,1,0
France,Female,35,81905.95,1,1,1,0
France,Male,26,137998.2,2,0,1,0
Germany,Female,26,123126.29,1,1,0,0
France,Female,51,0.0,2,1,1,0
Germany,Male,43,135645.29,2,0,1,1
Spain,Male,31,122449.31,2,1,1,0
Spain,Male,40,161766.87,1,0,0,0
France,Female,37,0.0,2,1,1,0
Germany,Male,36,123187.51,1,0,1,0
Germany,Male,36,150956.71,1,0,0,0
Spain,Female,42,105021.28,1,1,0,0
France,Male,64,0.0,2,1,1,0
Spain,Female,50,133204.91,1,0,1,0
Spain,Female,35,0.0,2,1,1,0
Germany,Female,49,115488.52,2,1,1,1
France,Male,29,0.0,2,0,0,0
Spain,Male,41,0.0,2,1,0,0
Spain,Female,38,0.0,2,1,0,0
France,Female,40,0.0,2,0,0,0
Germany,Female,39,130565.02,1,1,0,1
France,Female,41,91328.71,1,1,0,0
France,Male,35,0.0,2,1,1,0
France,Male,50,81310.34,1,1,1,0
France,Male,34,107136.6,1,1,0,0
Spain,Male,34,0.0,1,1,1,0
France,Male,43,0.0,2,1,1,0
France,Male,46,0.0,1,1,1,1
France,Male,33,108477.49,1,1,1,1
Germany,Male,40,144757.97,2,1,1,0
Spain,Male,33,0.0,2,1,1,0
Spain,Male,36,113110.26,1,1,0,0
France,Female,27,106414.57,2,0,0,0
Spain,Male,42,106920.91,1,0,1,0
Spain,Male,35,0.0,2,1,0,0
